"","ORI","year","department_name","total_pop","homs_sum","rape_sum","rob_sum","agg_ass_sum","violent_crime","months_reported","violent_per_100k","homs_per_100k","rape_per_100k","rob_per_100k","agg_ass_per_100k","State","US_State"
"877","CA03711",1983,"San Diego",935840,77,395,2550,2429,5451,12,582.47136262609,8.22790220550521,42.2080697555138,272.482475636861,259.55291502821,"CA","California"
"878","CA03801",1983,"San Francisco",721168,83,539,5945,3550,10117,12,1402.86313313957,11.5091074479178,74.739866438888,824.357153950259,492.257005302509,"CA","California"
"879","CA04313",1983,"San Jose",671913,48,447,1461,1504,3460,12,514.947619706718,7.14378200749204,66.5264699447696,217.438864853039,223.838502901417,"CA","California"
"880","CA01005",1984,"Fresno, Calif.",254649,34,134,1066,760,1994,12,783.03861393526,13.3517115716143,52.6214514881268,418.615427510024,298.450023365495,"CA","California"
"881","CA01941",1984,"Long Beach, Calif.",386421,41,242,2591,1369,4243,12,1098.02521084517,10.6101894048201,62.6259959991822,670.512213363145,354.276812078019,"CA","California"
"882","CA01942",1984,"Los Angeles",3144256,759,2347,27323,21013,51442,12,1636.06271245089,24.1392558366749,74.644049339494,868.98140609416,668.298001180565,"CA","California"
"883","CA01900",1984,"Los Angeles County, Calif.",1078849,176,489,3831,6402,10898,12,1010.15063275769,16.3136824523172,45.3260836317223,355.10066747061,593.410199203039,"CA","California"
"884","CA00109",1984,"Oakland, Calif.",358566,115,426,3170,2677,6388,12,1781.54091575888,32.0721987026098,118.806579541842,884.077129454549,746.585008059883,"CA","California"
"885","CA03404",1984,"Sacramento, Calif.",300248,45,248,1645,1314,3252,12,1083.10463350297,14.9876102421998,82.5983853347899,547.880418853748,437.638219072234,"CA","California"
"886","CA03711",1984,"San Diego",952933,103,393,2616,2819,5931,12,622.394229185053,10.8087347169213,41.2410945995154,274.5208739754,295.823525893216,"CA","California"
"887","CA03801",1984,"San Francisco",719559,73,495,5222,3582,9372,12,1302.46442612767,10.145102764332,68.7921351827995,725.722282675917,497.804905504622,"CA","California"
"888","CA04313",1984,"San Jose",685792,48,421,1175,1651,3295,12,480.466380476879,6.99920675656759,61.3888759273949,171.334748728477,240.743549064439,"CA","California"
"889","CA01005",1985,"Fresno, Calif.",275125,46,178,1233,854,2311,12,839.981826442526,16.7196728759655,64.6978646069968,448.15992730577,310.404361653794,"CA","California"
"890","CA01941",1985,"Long Beach, Calif.",389728,63,235,2405,1431,4134,12,1060.73979801297,16.1651202890221,60.2984645701617,617.097052303145,367.179160850645,"CA","California"
"891","CA01942",1985,"Los Angeles",3186459,777,2318,27938,21799,52832,12,1658.0159983229,24.3844342575881,72.7453263952243,876.772618131914,684.113619538177,"CA","California"
"892","CA01900",1985,"Los Angeles County, Calif.",1074561,164,520,3822,6118,10624,12,988.682820240079,15.2620465473807,48.3918549063292,355.68013356152,569.34878522485,"CA","California"
"893","CA00109",1985,"Oakland, Calif.",362095,95,531,3316,2761,6703,12,1851.17165384775,26.2362087297532,146.64659826841,915.781769977492,762.507076872092,"CA","California"
"894","CA03404",1985,"Sacramento, Calif.",312944,39,209,2083,1350,3681,12,1176.24878572524,12.4622935732911,66.7851117132778,665.614295209367,431.387085229306,"CA","California"
"895","CA03711",1985,"San Diego",988284,96,338,3062,2754,6250,12,632.409307446038,9.71380696237114,34.2006953466817,309.829967903963,278.664837233022,"CA","California"
"896","CA03801",1985,"San Francisco",733456,85,512,5111,3794,9502,12,1295.51056914116,11.5889705721952,69.8065050936934,696.837983464584,517.277110010689,"CA","California"
"897","CA04313",1985,"San Jose",706062,55,415,1237,1763,3470,12,491.458257206874,7.78968419203979,58.7767079944821,175.197079010059,249.694786010294,"CA","California"
"898","CA01005",1986,"Fresno, Calif.",281554,53,241,1316,1816,3426,12,1216.81808818202,18.8240976864118,85.5963687250048,467.405897270151,644.991724500451,"CA","California"
"899","CA01941",1986,"Long Beach, Calif.",398983,62,220,2774,1783,4839,12,1212.83362950301,15.5395092021465,55.1401939431003,695.267718173456,446.886208184309,"CA","California"
"900","CA01942",1986,"Los Angeles",3260856,834,2330,29930,33284,66378,12,2035.60046809795,25.5761063966026,71.4536305804365,917.857151619084,1020.71357950182,"CA","California"
"901","CA01900",1986,"Los Angeles County, Calif.",1061016,170,472,3398,7459,11499,12,1083.77253500418,16.0223785503706,44.485662798676,320.259072436231,703.005421218907,"CA","California"
"902","CA00109",1986,"Oakland, Calif.",370556,129,538,3787,2531,6985,12,1885.00523537603,34.8125519489632,145.187232159242,1021.97778473429,683.027666533533,"CA","California"
"903","CA03404",1986,"Sacramento, Calif.",320256,70,258,2214,1696,4238,12,1323.31634692246,21.857513988809,80.560551558753,691.321942446043,529.576338928857,"CA","California"
"904","CA03711",1986,"San Diego",1011376,102,391,3985,4044,8522,12,842.614418376548,10.0852699688345,38.6602015471991,394.017655154957,399.851291705558,"CA","California"
"905","CA03801",1986,"San Francisco",750544,114,492,5085,3815,9506,12,1266.54799718604,15.1889829243855,65.5524526210322,677.508580442985,508.297981197638,"CA","California"
"906","CA04313",1986,"San Jose",722560,39,430,1126,2425,4020,12,556.355181576616,5.39747564216121,59.5106288751107,155.834809565988,335.612267493357,"CA","California"
"907","CA01005",1987,"Fresno, Calif.",291855,33,196,1096,2048,3373,12,1155.7108838293,11.30698463278,67.1566360007538,375.52894416748,701.718319028285,"CA","California"
"908","CA01941",1987,"Long Beach, Calif.",406297,62,221,2467,1910,4660,12,1146.94423045211,15.2597730231825,54.3937070665055,607.19129109986,470.099459262559,"CA","California"
"909","CA01942",1987,"Los Angeles",3341726,811,2169,26192,34661,63833,12,1910.18054741771,24.2688957742197,64.9065782173643,783.786582143479,1037.21849128265,"CA","California"
"910","CA01900",1987,"Los Angeles County, Calif.",1096165,164,459,3222,8480,12325,12,1124.37452390835,14.9612512714783,41.8732581317594,293.933851199409,773.606163305707,"CA","California"
"911","CA00109",1987,"Oakland, Calif.",365983,114,538,3176,2657,6485,12,1771.94022673184,31.148987794515,147.001363451308,867.799870485788,725.990005000232,"CA","California"
"912","CA03404",1987,"Sacramento, Calif.",331728,78,241,1841,1676,3836,12,1156.36907345777,23.5132397626972,72.6498818308976,554.972748758019,505.233203106159,"CA","California"
"913","CA03711",1987,"San Diego",1040851,96,410,3452,5154,9112,12,875.437502582022,9.2232221518738,39.390844606961,331.651696544462,495.171739278725,"CA","California"
"914","CA03801",1987,"San Francisco",767933,103,452,4654,4089,9298,12,1210.78271151259,13.4126284454503,58.8593015276072,606.042454224522,532.468327315013,"CA","California"
"915","CA04313",1987,"San Jose",730079,24,393,944,3017,4378,12,599.661132562366,3.28731548229712,53.8297910226154,129.30107563702,413.242950420434,"CA","California"
"916","CA01005",1988,"Fresno, Calif.",294695,39,231,1393,2334,3997,12,1356.317548652,13.2340216155686,78.3861280306758,472.692105397105,792.005293608646,"CA","California"
"917","CA01941",1988,"Long Beach, Calif.",413667,58,218,2646,2231,5153,12,1245.68795673815,14.0209395479939,52.6993934734944,639.644931792964,539.322691923697,"CA","California"
"918","CA01942",1988,"Los Angeles",3402342,736,2006,26182,37812,66736,12,1961.47242105585,21.6321580840492,58.9593873866883,769.528754017086,1111.35212156803,"CA","California"
"919","CA01900",1988,"Los Angeles County, Calif.",1116009,157,373,3210,8591,12331,12,1104.91940477183,14.0679869069156,33.4226695304429,287.63208898853,769.796659345937,"CA","California"
"920","CA00109",1988,"Oakland, Calif.",367782,112,498,3141,2298,6049,12,1644.72432038545,30.4528225959944,135.406300471475,854.038533696592,624.826663621384,"CA","California"
"921","CA03404",1988,"Sacramento, Calif.",340483,68,188,1612,1714,3582,12,1052.03490335788,19.9716285394572,55.2156789032052,473.445076553014,503.4025193622,"CA","California"
"922","CA03711",1988,"San Diego",1073466,144,389,3204,5434,9171,12,854.335395811325,13.414491003907,36.2377569480542,298.47242483693,506.210723022434,"CA","California"
"923","CA03801",1988,"San Francisco",753927,92,453,4867,4255,9667,12,1282.21963134362,12.2027729475135,60.0853928828653,645.553216690741,564.378248822499,"CA","California"
"924","CA04313",1988,"San Jose",732022,37,438,948,3266,4689,12,640.554518853259,5.05449289775444,59.8342672761201,129.504304515438,446.161454163946,"CA","California"
"925","CA01005",1989,"Fresno, Calif.",315218,42,234,1525,2488,4289,12,1360.6456484084,13.3241122017144,74.2343394095515,483.792169228915,789.295027568223,"CA","California"
"926","CA01941",1989,"Long Beach, Calif.",426025,85,247,3763,3074,7169,12,1682.76509594507,19.9518807581715,57.9778182031571,883.281497564697,721.553899419048,"CA","California"
"927","CA01942",1989,"Los Angeles",3441449,877,1996,31063,43361,77297,12,2246.0597265861,25.4834518832038,57.9988254947262,902.613986143627,1259.96346306454,"CA","California"
"928","CA01900",1989,"Los Angeles County, Calif.",1046235,176,386,4053,10948,15563,12,1487.52431337128,16.8222244524414,36.894196810468,387.389066509914,1046.41882559846,"CA","California"
"929","CA00109",1989,"Oakland, Calif.",366305,129,442,3224,1760,5555,12,1516.49581632792,35.2165545105854,120.664473594409,880.140866218042,480.473922004887,"CA","California"
"930","CA03404",1989,"Sacramento, Calif.",347172,44,187,1654,1773,3658,12,1053.65640086182,12.6738331432258,53.8637908587098,476.420909520353,510.697867339532,"CA","California"
"931","CA03711",1989,"San Diego",1098639,121,410,3585,6008,10124,12,921.503787868445,11.0136268601424,37.3189009310611,326.312828872814,546.858431204427,"CA","California"
"932","CA03801",1989,"San Francisco",750964,73,380,5005,4606,10064,12,1340.14413473882,9.72083881517623,50.6016267091365,666.476688629548,613.344980584955,"CA","California"
"933","CA04313",1989,"San Jose",757964,38,399,995,3103,4535,12,598.313376360883,5.01343071702614,52.6410225287745,131.272725353711,409.386197761371,"CA","California"
"934","CA01005",1990,"Fresno, Calif.",354202,66,258,1592,2483,4399,12,1241.94668578946,18.6334351584689,72.8397919831057,449.46104200428,701.01241664361,"CA","California"
"935","CA01941",1990,"Long Beach, Calif.",429433,106,298,4193,3806,8403,12,1956.76624758693,24.683710846628,69.3938286065579,976.403769621804,886.284938511945,"CA","California"
"936","CA01942",1990,"Los Angeles",3485398,983,2014,36098,44714,83809,12,2404.57474297053,28.2033787819928,57.7839317059343,1035.6923370014,1282.8950954812,"CA","California"
"937","CA01900",1990,"Los Angeles County, Calif.",970620,215,400,4664,12125,17404,12,1793.08071129793,22.1507902165626,41.2107724959304,480.517607302549,1249.20154128289,"CA","California"
"938","CA00109",1990,"Oakland, Calif.",372242,146,517,3230,1952,5845,12,1570.21507513929,39.221796573197,138.888142659883,867.715088571413,524.390047334798,"CA","California"
"939","CA03404",1990,"Sacramento, Calif.",369365,43,211,1790,1934,3978,12,1076.98347163375,11.6416011262572,57.1250659916343,484.615488744196,523.601315771662,"CA","California"
"940","CA03711",1990,"San Diego",1110549,135,439,4331,7142,12047,12,1084.77878958965,12.1561497961819,39.5299982261026,389.987294572324,643.105346995045,"CA","California"
"941","CA03801",1990,"San Francisco",723959,101,419,7053,4815,12388,12,1711.1466257067,13.9510662896656,57.8762056967314,974.226441000112,665.092912720195,"CA","California"
"942","CA04313",1990,"San Jose",782248,35,416,1034,3213,4698,12,600.576799173664,4.47428437017417,53.1800656569272,132.183143964574,410.739305181988,"CA","California"
"943","CA01005",1991,"Fresno, Calif.",361580,52,282,2182,2092,4608,12,1274.40677028597,14.3813264007965,77.9910393273964,603.462580894961,578.571823662813,"CA","California"
"944","CA01941",1991,"Long Beach, Calif.",438378,94,284,4071,4760,9209,12,2100.69848395677,21.4426818864085,64.7842729334045,928.650616591161,1085.82091254579,"CA","California"
"945","CA01942",1991,"Los Angeles",3558316,1027,1966,39778,47104,89875,12,2525.7734276551,28.8619672901451,55.2508546177461,1117.88834943271,1323.7722563145,"CA","California"
"946","CA01900",1991,"Los Angeles County, Calif.",990838,226,418,4527,11847,17018,12,1717.53606543148,22.8089758366151,42.1865128305535,456.885989435205,1195.65458732911,"CA","California"
"947","CA00109",1991,"Oakland, Calif.",379995,149,460,3933,4942,9484,12,2495.82231345149,39.2110422505559,121.054224397689,1035.01361860024,1300.543428203,"CA","California"
"948","CA03404",1991,"Sacramento, Calif.",377058,66,221,2280,2329,4896,12,1298.47397482615,17.5039383861369,58.6116724747917,604.681507884729,617.676856080497,"CA","California"
"949","CA03711",1991,"San Diego",1133681,167,472,5331,7860,13830,12,1219.91988928102,14.7307752357145,41.6342868937558,470.238100488585,693.316726662968,"CA","California"
"950","CA03801",1991,"San Francisco",739039,95,400,7020,4645,12160,12,1645.38001377465,12.8545313576144,54.1243425583765,949.882211899507,628.518927959147,"CA","California"
"951","CA04313",1991,"San Jose",798542,53,445,1328,3432,5258,12,658.450025170874,6.6370961076562,55.7265616586228,166.303087376744,429.783280027851,"CA","California"
"952","CA01005",1992,"Fresno, Calif.",367376,81,203,3094,1985,5363,12,1459.81229040547,22.0482557379905,55.2567396890379,842.188929053613,540.318365924829,"CA","California"
"953","CA01941",1992,"Long Beach, Calif.",445405,104,218,3583,3020,6925,12,1554.7647646524,23.3495358157183,48.9442193060249,804.436411804987,678.034597725665,"CA","California"
"954","CA01942",1992,"Los Angeles",3615355,1094,1872,39508,46445,88919,12,2459.48184894706,30.2598223410979,51.7791475525917,1092.78341960886,1284.65945944451,"CA","California"
"955","CA01900",1992,"Los Angeles County, Calif.",922758,228,359,5471,12672,18730,12,2029.7846239209,24.7085367994642,38.9051083816125,592.896512411705,1373.27446632812,"CA","California"
"956","CA00109",1992,"Oakland, Calif.",386086,165,418,4610,4947,10140,12,2626.35785809379,42.7365923654315,108.266033992427,1194.03448972509,1281.32074201085,"CA","California"
"957","CA03404",1992,"Sacramento, Calif.",383102,45,237,2322,2070,4674,12,1220.04061581511,11.7462190226102,61.8634201857469,606.104901566685,540.326075040068,"CA","California"
"958","CA03711",1992,"San Diego",1151853,146,485,5321,8840,14792,12,1284.1916459826,12.6752285230841,42.1060673540808,461.951308022812,767.459042082627,"CA","California"
"959","CA03801",1992,"San Francisco",750885,117,395,8278,4886,13676,12,1821.3175120025,15.5816136958389,52.6045932466356,1102.43246302696,650.698842033068,"CA","California"
"960","CA04313",1992,"San Jose",811342,43,448,1231,3705,5427,12,668.891786694144,5.29986121758765,55.217158732076,151.723933926753,456.650832817727,"CA","California"
"961","CA01005",1993,"Fresno, Calif.",379977,87,216,2879,2329,5511,12,1450.35094229388,22.8961226600557,56.8455459146211,757.67743837127,612.931835347929,"CA","California"
"962","CA01941",1993,"Long Beach, Calif.",443259,126,200,3717,3073,7116,12,1605.38195501953,28.4258187651012,45.1203472461924,838.561653570486,693.274135437746,"CA","California"
"963","CA01942",1993,"Los Angeles",3525317,1076,1773,38415,42437,83701,12,2374.28293682526,30.5220778727133,50.2933495058742,1089.68923929394,1203.77827015273,"CA","California"
"964","CA01900",1993,"Los Angeles County, Calif.",947137,229,321,4603,10901,16054,12,1695.00294044051,24.178128401699,33.8916123010715,485.990939008823,1150.94226072891,"CA","California"
"965","CA00109",1993,"Oakland, Calif.",377037,154,353,4559,4743,9809,12,2601.60143434199,40.8447977254222,93.6247636173638,1209.16514824805,1257.96672475115,"CA","California"
"966","CA03404",1993,"Sacramento, Calif.",386732,85,167,2310,2288,4850,12,1254.09844543508,21.9790449199963,43.1823588428162,597.312867825781,591.624173846488,"CA","California"
"967","CA03711",1993,"San Diego",1160603,133,396,4651,8283,13463,12,1160.00044804296,11.4595602458377,34.1201944161785,400.739960175874,713.680733205067,"CA","California"
"968","CA03801",1993,"San Francisco",736377,129,361,8454,4421,13365,12,1814.96706170888,17.5182005956188,49.0238016668092,1148.05323903381,600.371820412642,"CA","California"
"969","CA04313",1993,"San Jose",809528,41,391,1186,3699,5317,12,656.802482434209,5.06467966518762,48.2997499777648,146.505123973476,456.93292881778,"CA","California"
"970","CA01005",1994,"Fresno, Calif.",382655,84,192,2810,3113,6199,12,1619.9971253479,21.9518887770969,50.1757457762214,734.34294599574,813.52654479884,"CA","California"
"971","CA01941",1994,"Long Beach, Calif.",446383,80,167,3425,2652,6324,12,1416.72061884077,17.9218294603513,37.4118189984834,767.278323771291,594.108646610646,"CA","California"
"972","CA01942",1994,"Los Angeles",3550381,845,1554,30817,39886,73102,12,2058.99028864789,23.80026256337,43.7699503236413,867.991350787422,1123.42872497346,"CA","California"
"973","CA01900",1994,"Los Angeles County, Calif.",953814,209,263,4095,10511,15078,12,1580.8113531569,21.9120289700088,27.5735101392934,429.328988670747,1101.99682537686,"CA","California"
"974","CA00109",1994,"Oakland, Calif.",379695,140,323,3877,3990,8330,12,2193.86612939333,36.8716996536694,85.0682784866801,1021.0827111234,1050.84344012958,"CA","California"
"975","CA03404",1994,"Sacramento, Calif.",389458,62,174,2292,2170,4698,12,1206.2918209409,15.9195600039029,44.6774748496629,588.510185950732,557.1846001366,"CA","California"
"976","CA03711",1994,"San Diego",1168785,113,403,3845,8238,12599,12,1077.95702374688,9.66815967008475,34.4802508587978,328.974105588282,704.834507629718,"CA","California"
"977","CA03801",1994,"San Francisco",741568,91,292,6624,3830,10837,12,1461.3629498576,12.271295417278,39.3760248554414,893.242426857685,516.473202727194,"CA","California"
"978","CA04313",1994,"San Jose",815235,33,375,1109,4398,5915,12,725.55766128785,4.04791256508859,45.9990064214613,136.034394990402,539.476347310898,"CA","California"
"979","CA01005",1995,"Fresno, Calif.",388495,71,212,2166,3210,5659,12,1456.64680369117,18.2756534833138,54.5695568797539,557.536133026165,826.265460301934,"CA","California"
"980","CA01941",1995,"Long Beach, Calif.",436034,80,171,2774,2624,5649,12,1295.54117339474,18.3471931087943,39.2171252700477,636.188921047441,601.787933968452,"CA","California"
"981","CA01942",1995,"Los Angeles",3466211,849,1590,29134,38945,70518,12,2034.44048847574,24.4936041112327,45.8714140599058,840.514325296411,1123.56114500819,"CA","California"
"982","CA01900",1995,"Los Angeles County, Calif.",970545,227,286,3657,9970,14140,12,1456.9133837174,23.3889206579808,29.4679793312005,376.798602846854,1027.25788088136,"CA","California"
"984","CA03404",1995,"Sacramento, Calif.",375845,57,158,2129,1936,4280,12,1138.76731099256,15.1658263379851,42.0386063403797,566.456917080179,515.105961234019,"CA","California"
"985","CA03711",1995,"San Diego",1157771,91,346,3244,7396,11077,12,956.752242023682,7.85993084988309,29.8850118028522,280.19357886836,638.813720502586,"CA","California"
"986","CA03801",1995,"San Francisco",738371,99,304,6469,4031,10903,12,1476.62895752948,13.4078938636539,41.171714490412,876.117832363405,545.931516812009,"CA","California"
"987","CA04313",1995,"San Jose",822845,38,387,1209,5015,6649,12,808.050118795156,4.61812370495051,47.0319440477854,146.929251560136,609.470799482284,"CA","California"
"988","CA01005",1996,"Fresno, Calif.",392049,69,216,2087,3089,5461,12,1392.93812763201,17.599840836222,55.0951539220863,532.331417756454,787.911715117243,"CA","California"
"989","CA01941",1996,"Long Beach, Calif.",440023,95,158,2431,2385,5069,12,1151.98523713533,21.5897805341993,35.9072139410894,552.471120827775,542.017121832268,"CA","California"
"990","CA01942",1996,"Los Angeles",3498139,711,1463,25189,35477,62840,12,1796.38373432274,20.325092856516,41.8222374811292,720.068585039074,1014.16781894602,"CA","California"
"991","CA01900",1996,"Los Angeles County, Calif.",979425,165,279,3222,9106,12772,12,1304.03042601526,16.8466191898308,28.4861015391684,328.968527452332,929.729177833933,"CA","California"
"992","CA00109",1996,"Oakland, Calif.",372145,93,322,3622,4131,8168,12,2194.84340781147,24.9902591731717,86.5254134813043,973.27654543256,1110.05118972444,"CA","California"
"993","CA03404",1996,"Sacramento, Calif.",379283,43,154,1874,1636,3707,12,977.370459524946,11.3371809440444,40.6029271019265,494.090164863703,431.340186615271,"CA","California"
"994","CA03711",1996,"San Diego",1168364,79,368,2998,6703,10148,12,868.564933530989,6.76159142185141,31.4970334587509,256.598114971019,573.708193679367,"CA","California"
"995","CA03801",1996,"San Francisco",745127,82,298,5539,3967,9886,12,1326.75369433667,11.0048354173181,39.9931823702537,743.363211908842,532.392464640256,"CA","California"
"996","CA04313",1996,"San Jose",830374,40,341,1098,4596,6075,12,731.598050998707,4.81710650863346,41.0658329861002,132.229573661988,553.485537841985,"CA","California"
"997","CA01005",1997,"Fresno, Calif.",396843,60,192,1794,2736,4782,12,1205.01054573219,15.119329306552,48.3818537809663,452.067946265904,689.441416378769,"CA","California"
"998","CA01941",1997,"Long Beach, Calif.",445404,56,125,1849,2177,4207,12,944.535747321533,12.5728552056111,28.0644089410962,415.128737056695,488.769746118131,"CA","California"
"999","CA01942",1997,"Los Angeles",3541309,576,1413,20506,34043,56538,12,1596.52828939807,16.265172002782,39.9005000693247,579.051418557375,961.311198768591,"CA","California"
"1000","CA01900",1997,"Los Angeles County, Calif.",991403,146,235,2721,8325,11427,12,1152.60897939587,14.7266046199174,23.7037814087712,274.459528567091,839.719064800086,"CA","California"
"1001","CA00109",1997,"Oakland, Calif.",376696,99,306,3482,4342,8229,12,2184.52014356404,26.2811391679232,81.2326119735808,924.352793764733,1152.6535986578,"CA","California"
"1002","CA03404",1997,"Sacramento, Calif.",383921,41,161,1851,1664,3717,12,968.167930381511,10.679280372785,41.9357107321558,482.130438293295,433.422500983275,"CA","California"
"1003","CA03711",1997,"San Diego",1182653,67,384,2604,6734,9789,12,827.715314635823,5.66522893866586,32.4693718275775,220.18292770576,569.39778616382,"CA","California"
"1004","CA03801",1997,"San Francisco",754239,59,233,4606,3651,8549,12,1133.46034877539,7.82245415577821,30.8920647168868,610.681760025668,484.064069877055,"CA","California"
"1005","CA04313",1997,"San Jose",840529,43,375,908,4865,6191,12,736.559952125388,5.11582586680531,44.6147604663254,108.027206675796,578.802159116461,"CA","California"
"1006","CA01005",1998,"Fresno, Calif.",404297,36,175,1394,2649,4254,12,1052.1967761324,8.90434507305273,43.2850107717841,344.796028662097,655.211391625463,"CA","California"
"1007","CA01941",1998,"Long Beach, Calif.",430018,38,111,1765,1783,3697,12,859.731453101963,8.83683938811864,25.8128729495044,410.447934737616,414.633806026724,"CA","California"
"1008","CA01942",1998,"Los Angeles",3621680,426,1395,15835,31545,49201,12,1358.51317620552,11.7624969627355,38.5180358286762,437.228026772106,871.004616642,"CA","California"
"1009","CA01900",1998,"Los Angeles County, Calif.",948423,131,256,2219,7664,10270,12,1082.85016284928,13.812402271982,26.9921754322702,233.967333141436,808.078252003589,"CA","California"
"1010","CA00109",1998,"Oakland, Calif.",376375,72,340,2651,3945,7008,12,1861.97276652275,19.1298571903022,90.3354367319827,704.350714048489,1048.15675855198,"CA","California"
"1011","CA03404",1998,"Sacramento, Calif.",384703,31,141,1689,1515,3376,12,877.560091811085,8.05816435016103,36.6516507539582,439.039986691032,393.810290015934,"CA","California"
"1012","CA03711",1998,"San Diego",1205728,42,371,2121,6210,8744,12,725.205021364686,3.48337270097402,30.7697921919372,175.910321399188,515.041535072587,"CA","California"
"1013","CA03801",1998,"San Francisco",741362,58,244,3927,3108,7337,12,989.664967991346,7.82343848214503,32.9123963731618,529.700739989371,419.228393146668,"CA","California"
"1014","CA04313",1998,"San Jose",860211,29,357,901,3868,5155,12,599.271574067293,3.37126588709049,41.5014455755623,104.741743595467,449.657119009173,"CA","California"
"1015","CA01005",1999,"Fresno, Calif.",403966,26,160,1268,2554,4008,12,992.16270676245,6.43618522350891,39.6072936831317,313.887802438819,632.231425416991,"CA","California"
"1016","CA01941",1999,"Long Beach, Calif.",437218,46,119,1566,1526,3257,12,744.937308162061,10.5210672936613,27.2175436509933,358.173725692904,349.024971524503,"CA","California"
"1017","CA01942",1999,"Los Angeles",3650138,425,1288,14411,30716,46840,12,1283.23915424568,11.6433954003931,35.2863371193089,394.806990858976,841.502430866997,"CA","California"
"1018","CA01900",1999,"Los Angeles County, Calif.",1002101,117,214,2010,6674,9015,12,899.609919559007,11.6754698378706,21.3551328658489,200.578584394188,666.000732461099,"CA","California"
"1019","CA00109",1999,"Oakland, Calif.",371234,60,305,2190,3199,5754,12,1549.96578977141,16.1623127192014,82.1584229892736,589.92441425085,861.720639812086,"CA","California"
"1020","CA03404",1999,"Sacramento, Calif.",410089,54,143,1450,1437,3084,12,752.031876007403,13.1678733153047,34.8704793349736,353.581783466516,350.411739890609,"CA","California"
"1021","CA03711",1999,"San Diego",1238549,57,355,1812,5187,7411,12,598.361469752105,4.60215946240318,28.6625720904058,146.300227120606,418.79651107869,"CA","California"
"1022","CA03801",1999,"San Francisco",756700,64,193,3475,2823,6555,12,866.261398176292,8.45777719043214,25.5054843398969,459.230870886745,373.067265759218,"CA","California"
"1023","CA04313",1999,"San Jose",875840,25,347,726,3990,5088,12,580.928023383266,2.85440263061746,39.6191085129704,82.8918523931312,455.562659846547,"CA","California"
"1024","CA01005",2000,"Fresno, Calif.",427652,24,161,1304,2354,3843,12,898.62785629437,5.61203969582745,37.6474329595091,304.920823473291,550.447560165742,"CA","California"
"1025","CA01941",2000,"Long Beach, Calif.",461522,49,114,1519,1534,3216,12,696.824853419772,10.6170453412838,24.7008809980889,329.128405579799,332.3785215006,"CA","California"
"1026","CA01942",2000,"Los Angeles",3694820,550,1459,15527,32705,50241,12,1359.76854082202,14.8857048516572,39.4877152337597,420.236980421238,885.15814031536,"CA","California"
"1027","CA01900",2000,"Los Angeles County, Calif.",986997,111,248,1937,7105,9401,12,952.485164595232,11.2462347909872,25.1267227762597,196.251862974254,719.860344053731,"CA","California"
"1028","CA00109",2000,"Oakland, Calif.",399484,80,320,1929,2709,5038,12,1261.1268536412,20.0258333249892,80.1033332999569,482.872906048803,678.124780967448,"CA","California"
"1029","CA03404",2000,"Sacramento, Calif.",407018,39,147,1412,1519,3117,12,765.813796932814,9.58188581340383,36.1163388351375,346.913404321185,373.202167963088,"CA","California"
"1030","CA03711",2000,"San Diego",1223400,54,349,1777,4980,7160,12,585.254209579859,4.41392839627268,28.5270557462809,145.25094000327,407.062285434036,"CA","California"
"1031","CA03801",2000,"San Francisco",776733,59,229,3456,2755,6499,12,836.70965441149,7.59591777354638,29.4824605108834,444.940539413157,354.690736713903,"CA","California"
"1032","CA04313",2000,"San Jose",894943,19,337,677,3895,4928,12,550.649594443445,2.12304023831685,37.6560294901463,75.6472758600268,435.223248854955,"CA","California"
"1033","CA01005",2001,"Fresno, Calif.",435600,40,202,1362,2492,4096,12,940.312213039486,9.18273645546373,46.3728191000918,312.67217630854,572.08448117539,"CA","California"
"1034","CA01941",2001,"Long Beach, Calif.",470099,49,125,1417,1822,3413,12,726.017285720667,10.4233363610644,26.5901437782254,301.425869869964,387.577935711414,"CA","California"
"1035","CA01942",2001,"Los Angeles",3763486,588,1409,17166,33080,52243,12,1388.15449293554,15.6238126035277,37.4386938067526,456.119672027477,878.972314497782,"CA","California"
"1036","CA01900",2001,"Los Angeles County, Calif.",1005891,108,229,1910,5750,7997,12,795.016557460003,10.7367498068876,22.7658861646043,189.881408621809,571.632512866702,"CA","California"
"1037","CA00109",2001,"Oakland, Calif.",406908,84,295,2125,2826,5330,12,1309.87840003146,20.6434869798579,72.4979602268818,522.231069430928,694.505883393789,"CA","California"
"1038","CA03404",2001,"Sacramento, Calif.",414582,40,169,1440,1660,3309,12,798.153320694097,9.6482722356494,40.7639501956187,347.337800483378,400.40329777945,"CA","California"
"1039","CA03711",2001,"San Diego",1246136,50,342,1729,5284,7405,12,594.23690512111,4.01240314058819,27.4448374816232,138.748900601539,424.03076389736,"CA","California"
"1040","CA03801",2001,"San Francisco",791168,62,226,3808,2688,6784,12,857.466429380359,7.8365151270021,28.5653615919754,481.313703284258,339.750849377123,"CA","California"
"1041","CA04313",2001,"San Jose",913513,22,329,712,4501,5564,12,609.077265457634,2.40828537743853,36.0148131444216,77.9408722152832,492.713294720491,"CA","California"
"1042","CA01005",2002,"Fresno, Calif.",443363,42,158,1479,2101,3780,12,852.574526967744,9.4730502996416,35.6367130319851,333.586699837379,473.878063798738,"CA","California"
